,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
1723,1723,LA FONTAINE DU DY,ECUELLES,77250,Ile-de-France,Seine-et-Marne,Hébergement,Meublé de tourisme,True,False,False
1724,1724,Centre d'interprétation Espace Richelieu,RICHELIEU,37120,Centre - Val de Loire,Indre-et-Loire,Visite,Lieu de visite,True,False,False
1725,1725,Hôtel le Calendal - SPA,ARLES,13200,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
1726,1726,Volca Lodges,SAINT-PIERRE-LE-CHASTEL,63230,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Hébergement insolite,True,False,False
1727,1727,3 gîtes - Maison Familiale et Rurale,VERNINES,63210,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Meublé de tourisme,auditif,mental,True
1728,1728,Gite Le Frêne - L'Ancienne Scierie,LES CLEFS,74230,Auvergne Rhône-Alpes,Haute-Savoie,Hébergement,Meublé de tourisme,True,True,False
1729,1729,Médiathèque Emile Zola,MONTPELLIER,34000,Occitanie,Hérault,Loisir,Etablissement de loisir,True,True,False
1730,1730,Gîte communal Montbuisson,SAINT-PIERRE-DES-TRIPIERS,48150,Occitanie,Lozère,Hébergement,Meublé de tourisme,True,True,True
1731,1731,Office de Tourisme de Carcassonne,CARCASSONNE,11000,Occitanie,Aude,Information touristique,Office de tourisme,True,True,False
1732,1732,Gite rural Le Fer à Cheval,MISSILLAC,44780,Pays de la Loire,Loire-Atlantique,Hébergement,Meublé de tourisme,True,True,False
1733,1733,Office de Tourisme Terres de Loire et Canaux - Bureau de Châtillon-sur-Loire,CHATILLON-SUR-LOIRE,45360,Centre - Val de Loire,Loiret,Information touristique,Office de tourisme,True,True,True
1734,1734,Syndicat mixte des gorges du Gardon,SAINTE-ANASTASIE,30190,Occitanie,Gard,Information touristique;Loisir;Visite,Lieu de visite;Partenaire de tourisme;Sortie nature;Visite guidée,True,True,True
1735,1735,hôtel la clef des champs,BIESHEIM,68600,Grand Est,Haut-Rhin,Hébergement,Hôtel,True,True,True
1736,1736,SENTIER DE LA CHARBONNIERE,INZINZAC-LOCHRIST,56650,Bretagne,Morbihan,Visite,Lieu de visite,True,True,False
1737,1737,GITE DE LA MOINERIE,SAINT-PERE,35430,Bretagne,Ille-et-Vilaine,Hébergement,Meublé de tourisme,True,True,True
1738,1738,Gite le Pin,QUELNEUC,56910,Bretagne,Morbihan,Hébergement,Meublé de tourisme,True,True,True
1739,1739,BRASSERIE DES RIVES DE L'AIN,VARAMBON,1160,Auvergne Rhône-Alpes,Ain,Restauration,"Café, bar, brasserie;Restaurant",True,True,True
1740,1740,Gite l'Hermine,AZAY-LE-RIDEAU,37190,Centre - Val de Loire,Indre-et-Loire,Hébergement,Meublé de tourisme,True,True,True
1741,1741,Vieille ecluse,QUEND,80120,Hauts de France,Somme,Hébergement,Chambre d'hôtes,True,False,False
1742,1742,Camping du Pasquier,DOLE,39100,Bourgogne Franche-Comté,Jura,Hébergement,Camping,True,True,False
1743,1743,handivacances,LE BUISSON-DE-CADOUIN,24480,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
1744,1744,Centre de vacances La Maison du Kleebach,MUNSTER,68140,Grand Est,Haut-Rhin,Hébergement;Restauration,Hébergement collectif;Restaurant,True,False,False
1745,1745,Gîte de Baroille - Plein Sud,SAINT-GEORGES-DE-BAROILLE,42510,Auvergne Rhône-Alpes,Loire,Hébergement,Meublé de tourisme,True,True,False
1746,1746,Restaurant Le Rempart,TOURNUS,71700,Bourgogne Franche-Comté,Saône-et-Loire,Restauration,Restaurant,True,True,False
1747,1747,"Meublé ""Le Logis du Pigeonnier""",SAINT-PIERRE-D'AMILLY,17700,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
1748,1748,Plage du Jaï,MARIGNANE,13700,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Sortie nature,True,True,True
1749,1749,OIT Provence Méditerranée - Bureau de Porquerolles,HYERES,83400,Provence Alpes-Côte d'Azur,Var,Information touristique,Office de tourisme,True,True,True
1750,1750,Office de Tourisme de Sommières,SOMMIERES,30250,Occitanie,Gard,Information touristique,Office de tourisme,True,True,True
1751,1751,Gîte des Fleurs - Quen'Tchant le Guil,AIGUILLES,5470,Provence Alpes-Côte d'Azur,Hautes-Alpes,Hébergement,Meublé de tourisme,True,True,True
1752,1752,Karting espace loisirs,VILLEPERDUE,37260,Centre - Val de Loire,Indre-et-Loire,Loisir,Etablissement de loisir,True,True,True
1753,1753,Site ENS de l'île de la Métairie,LA VILLE-AUX-DAMES,37700,Centre - Val de Loire,Indre-et-Loire,Loisir,Sortie nature,True,True,True
1754,1754,Gîte La Charrière,ARGENTON-LES-VALLEES,79150,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,True
1755,1755,Gîte de groupe du Val d'Erve,SAULGES,53340,Pays de la Loire,Mayenne,Hébergement,Hébergement collectif,True,True,False
1756,1756,Office de Tourisme Etretat,ETRETAT,76790,Normandie,Seine-Maritime,Information touristique,Office de tourisme,True,True,True
1757,1757,Fort de La Roque Saint-Christophe,PEYZAC-LE-MOUSTIER,24620,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,False,False
1758,1758,Centre de séjour - Le Fosso,GOMENE,22230,Bretagne,Côtes-d'Armor,Hébergement,Village de vacances,True,True,True
1759,1759,Les Landes de Lan Bern - Gomel,ROSTRENEN,22110,Bretagne,Côtes-d'Armor,Loisir,Sortie nature,True,True,False
1760,1760,Camping Les Saules,CHEVERNY,41700,Centre - Val de Loire,Loir-et-Cher,Hébergement,Camping,True,True,True
1761,1761,Château des Marais,MUIDES-SUR-LOIRE,41500,Centre - Val de Loire,Loir-et-Cher,Hébergement,Camping,True,False,False
1762,1762,Pôle des Etoiles,NANCAY,18330,Centre - Val de Loire,Cher,Visite,Lieu de visite,True,False,False
1763,1763,Gîte rural de Cravant,CRAVANT,45190,Centre - Val de Loire,Loiret,Hébergement,Meublé de tourisme,True,True,False
1764,1764,Office de Tourisme de Barbizon,BARBIZON,77630,Ile-de-France,Seine-et-Marne,Information touristique,Office de tourisme,True,True,True
1765,1765,Hôtel Le Mas de la Grenouillère,SAINTES-MARIES-DE-LA-MER,13460,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement,Hôtel,True,True,False
1766,1766,Refuge-Hotel de Bayasse,UVERNET-FOURS,4400,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
1767,1767,Maison du Parc National des Ecrins,VALLOUISE,5290,Provence Alpes-Côte d'Azur,Hautes-Alpes,Visite,Lieu de visite,True,False,False
1768,1768,Hippothera,SIMIANE-COLLONGUE,13109,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir;Visite,Lieu de visite;Loisir éducatif;Sortie nature,True,True,True
1769,1769,Gîtes de liera  Sarl Axe Developpement,LEVENS,6670,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Hébergement,Meublé de tourisme,True,True,False
1770,1770,Office de Tourisme de Saint Raphaël,SAINT-RAPHAEL,83700,Provence Alpes-Côte d'Azur,Var,Information touristique,Office de tourisme,True,False,False
1771,1771,Château Gassier,PUYLOUBIER,13114,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Visite guidée,True,True,True
1772,1772,PLAGES DU PRADO,MARSEILLE,13008,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Sortie nature,True,True,True
1773,1773,Piscine du Centre Aqua Passion de l'Emblavez,LAVOUTE-SUR-LOIRE,43800,Auvergne Rhône-Alpes,Haute-Loire,Loisir,Etablissement de loisir,True,True,False
1774,1774,Lodges Le PAL,DOMPIERRE-SUR-BESBRE,3290,Auvergne Rhône-Alpes,Allier,Hébergement,Hôtel,True,True,True
1775,1775,Gîte La Maison des Hirondelles,ANDELAT,15100,Auvergne Rhône-Alpes,Cantal,Hébergement,Meublé de tourisme,True,True,False
1776,1776,"Gîte ""Au  Pas de l'Alpette"" Le Randonneur",CHAPAREILLAN,38530,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,True,True
1777,1777,Gite Communal d'étape et de séjour,CHOUVIGNY,3450,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,False,False
1778,1778,LES GITES DU CHALET,AUTRANS,38880,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,False,False
1779,1779,Maison du Parc de la Vanoise,PRALOGNAN-LA-VANOISE,73710,Auvergne Rhône-Alpes,Savoie,Information touristique,Office de tourisme,True,True,True
1780,1780,Le Chalet du Mezenc,LES ESTABLES,43150,Auvergne Rhône-Alpes,Haute-Loire,Hébergement;Information touristique;Loisir,Hébergement collectif;Office de tourisme;Sortie nature;Sport de nature;Village de vacances,True,True,False
1781,1781,Musée de Maquettes à nourrir Le Monde,CLAIRVAUX-LES-LACS,39130,Bourgogne Franche-Comté,Jura,Visite,Lieu de visite,True,False,False
1782,1782,Sentier de Découverte de la Nature des Grands Prés,SAINT-AGNAN,58230,Bourgogne Franche-Comté,Nièvre,Loisir,Sortie nature,True,True,False
1783,1783,Gîte de Groupe la Vieille Colonie,SAINT-MAURICE-SUR-MOSELLE,88560,Grand Est,Vosges,Hébergement,Hébergement collectif,True,True,True
1784,1784,Cabanes dans les Arbres Nids des Vosges (Hébergement Insolite),CHAMPDRAY,88640,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,True
1785,1785,Gite les coccinelles,TURQUESTEIN-BLANCRUPT,57560,Grand Est,Moselle,Hébergement,Meublé de tourisme,True,True,True
1786,1786,Gîte du bucheron,DABO,57850,Grand Est,Moselle,Hébergement,Meublé de tourisme,True,True,True
1787,1787,Office de Tourisme du Pays de Chaumont en Champagne,CHAUMONT,52000,Grand Est,Haute-Marne,Information touristique,Office de tourisme,True,False,False
1788,1788,Camping Larlapean,SAINT-MARTIN-D'ARROSSA,64780,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Camping,True,True,True
1789,1789,Chambre d'Hôtes de Mme Lagarde,CHALUS,87230,Nouvelle Aquitaine,Haute-Vienne,Hébergement,Chambre d'hôtes,True,True,False
1790,1790,Hôtel Eskualduna Chez Katina,SAINT-MARTIN-D'ARROSSA,64780,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
1791,1791,Hôtel Le Logis des Saveurs,CHASSENEUIL-SUR-BONNIEURE,16260,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,False,False
1792,1792,Hôtel Les Pins,HOURTIN,33990,Nouvelle Aquitaine,Gironde,Hébergement,Hôtel,True,True,True
1793,1793,Aquarium du Périgord Noir,LE BUGUE,24260,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,False
1794,1794,Gouffre de Proumeyssac,LE BUGUE,24260,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,True
1795,1795,La Cité du Vin,BORDEAUX,33300,Nouvelle Aquitaine,Gironde,Visite,Lieu de visite,True,True,True
1796,1796,Meublé de Tourisme Le Prunier,SAINT-GERMAIN-DE-LUSIGNAN,17500,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,False
1797,1797,Maison Bernachot,LALUQUE,40465,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,True,False
1798,1798,Gite Flavie - Les Gîtes de la Fontaine,CHIZE,79170,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,True
1799,1799,Gîte de la Bergerie N° 902,ADRIERS,86430,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,False
1800,1800,Gîte Les Volets bleus,SAINT-MACOUX,86400,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,False,False
1801,1801,"Gîte Les Granges Indigo MY ""Lascaux""",FOSSEMAGNE,24210,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,False
1802,1802,Le Clos Meyval,YCHOUX,40160,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,True,False
1803,1803,Office de Tourisme de Seignanx,ONDRES,40440,Nouvelle Aquitaine,Landes,Information touristique,Office de tourisme,True,True,False
1804,1804,Restaurant La Pataterie,LESCAR,64230,Nouvelle Aquitaine,Pyrénées-Atlantiques,Restauration,Restaurant,True,True,True
1805,1805,Château Haute Nauve,SAINT-LAURENT-DES-COMBES,33330,Nouvelle Aquitaine,Gironde,Visite,Visite d'entreprise,True,True,True
1806,1806,Scea Château Belrose,SADIRAC,33670,Nouvelle Aquitaine,Gironde,Visite,Visite d'entreprise,True,False,False
1807,1807,SAS Les Croisières du Lot,CASTELMORON-SUR-LOT,47260,Nouvelle Aquitaine,Lot-et-Garonne,Loisir,Sortie nature,True,True,False
1808,1808,Domaine de Garabaud,MAZERES,9270,Occitanie,Ariège,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
1809,1809,Musée de la Mer,SETE,34200,Occitanie,Hérault,Visite,Lieu de visite,True,True,False
1810,1810,OFFICE DE TOURISME MILLAU GRANDS CAUSSES,MILLAU,12100,Occitanie,Aveyron,Information touristique;Visite,Office de tourisme;Visite guidée,True,True,True
1811,1811,B.I.T. VERNET LES BAINS,VERNET-LES-BAINS,66820,Occitanie,Pyrénées-Orientales,Information touristique,Office de tourisme,True,True,True
1812,1812,Sentier d'initiation au dessin Trait Nature,BAREGES,65120,Occitanie,Hautes-Pyrénées,Loisir,Sortie nature,True,True,True
1813,1813,Logis de la Sauvinière,ROCHESERVIERE,85620,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,False
1814,1814,Piscine Calypso,CORBIE,80800,Hauts de France,Somme,Loisir,Etablissement de loisir,True,True,False
1815,1815,Bateau à passagers Clairmarais V - ISNOR,CLAIRMARAIS,62500,Hauts de France,Pas-de-Calais,Loisir,Etablissement de loisir,True,False,False
1816,1816,Gite n°234E Ferme de la Vausserie,BELLE-ET-HOULLEFORT,62142,Hauts de France,Pas-de-Calais,Hébergement;Information touristique,Meublé de tourisme;Office de tourisme;Partenaire de tourisme,True,True,False
1817,1817,Gîte de la Fontaine Fleurie,VACQUERIETTE-ERQUIERES,62140,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,False,False
1818,1818,Chambre d'hôtes La Cour Bonnet,NEAUPHE-SUR-DIVE,61160,Normandie,Orne,Hébergement,Chambre d'hôtes,True,True,False
1819,1819,Hotel Ibis Styles,FLERS,61100,Normandie,Orne,Hébergement,Hôtel,True,True,True
1820,1820,Gîte de la Masurâne,ANGERVILLE-LA-MARTEL,76540,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,True
1821,1821,The Fruity Café,CAEN,14000,Normandie,Calvados,Restauration,Restaurant,True,False,False
1822,1822,Restaurant Courte Paille,EVREUX,27000,Normandie,Eure,Restauration,Restaurant,True,False,False
1823,1823,Chemin de Randonnée,DUCEY,50220,Normandie,Manche,Loisir,Sortie nature,True,True,False
1824,1824,Office de Tourisme Azay-Chinon Val de Loire,SAINTE-MAURE-DE-TOURAINE,37800,Centre - Val de Loire,Indre-et-Loire,Information touristique;Visite,Lieu de visite;Office de tourisme,True,True,True
1825,1825,HOTEL CARRE VIEUX PORT,MARSEILLE,13001,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement,Hôtel,True,True,True
1826,1826,Maison du TAO Gpite NORD,SAINT-APPOLINARD,42520,Auvergne Rhône-Alpes,Loire,Hébergement,Meublé de tourisme,True,False,False
1827,1827,Gîte La Comparnie,LEUCAMP,15120,Auvergne Rhône-Alpes,Cantal,Hébergement,Meublé de tourisme,True,True,True
1828,1828,Camping La Graviere du Moulin,LEZINNES,89160,Bourgogne Franche-Comté,Yonne,Hébergement,Camping,True,True,True
1829,1829,CIARUS,STRASBOURG,67000,Grand Est,Bas-Rhin,Hébergement,Hébergement collectif,True,False,False
1830,1830,CHAMBRES HOTES BEL'VUE,CHAUVIGNY,86300,Nouvelle Aquitaine,Vienne,Hébergement,Chambre d'hôtes,True,True,False
1831,1831,PONTON PECHE n°8,PARENTIS-EN-BORN,40160,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,True,True
1832,1832,HOTEL LES VIGNES DE LA CHAPELLE,SAINTE-MARIE-DE-RE,17740,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
1833,1833,RESTAURANT LE PRESSOIR D'ARGENT,BORDEAUX,33000,Nouvelle Aquitaine,Gironde,Hébergement;Restauration,Hôtel;Restaurant,True,False,False
1834,1834,LES VERGERS DE LA GUILLOU,NAILHAC,24390,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,True
1835,1835,Villa Gallo-romaine de Lalonquette,LALONQUETTE,64450,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite;Parc à thème,True,True,True
1836,1836,MEUBLE DE TOURISME LA PUCE,ANGLIERS,17540,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,False
1837,1837,GITE ETAPE ET SEJOUR AZKORRIA-BIGOT,SAINT-JEAN-PIED-DE-PORT,64220,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,False
1838,1838,Chambres d'Hôtes La Guibérine,EPEIGNE-LES-BOIS,37150,Centre - Val de Loire,Indre-et-Loire,Hébergement,Chambre d'hôtes,True,True,True
1839,1839,Chambres d'Hôtes Family Ecolodge,BATILLY-EN-PUISAYE,45420,Centre - Val de Loire,Loiret,Hébergement,Chambre d'hôtes,True,True,True
1840,1840,Camping Marius,MARTIGUES,13500,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement;Restauration,"Café, bar, brasserie;Camping;Restaurant",True,True,True
1841,1841,Office de Tourisme d'Istres,ISTRES,13800,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,True,True
1842,1842,Office de Tourisme de St Bonnet le Château,SAINT-BONNET-LE-CHATEAU,42380,Auvergne Rhône-Alpes,Loire,Information touristique,Office de tourisme,True,False,False
1843,1843,Camping domaine du Haut des Bluches,LA BRESSE,88250,Grand Est,Vosges,Hébergement;Restauration,Camping;Hébergement collectif;Restaurant,True,True,True
1844,1844,SAS Gîtes Port Carrère,ORIST,40300,Nouvelle Aquitaine,Landes,Hébergement,Camping,True,True,True
1845,1845,"Gîte ""Chez Alicia""",BONNES,16390,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
1846,1846,Meublé Legarto.,IRISSARRY,64780,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,True
1847,1847,Office de Tourisme d'Aubeterre-sur-Dronne,AUBETERRE-SUR-DRONNE,16390,Nouvelle Aquitaine,Charente,Information touristique,Office de tourisme,True,True,False
1848,1848,Plage de la Grande Conche,ROYAN,17200,Nouvelle Aquitaine,Charente-Maritime,Loisir,Sortie nature,True,True,False
1849,1849,Musée et site archéologique départemental,JUBLAINS,53160,Pays de la Loire,Mayenne,Visite,Lieu de visite;Visite guidée,True,True,True
1850,1850,Musée Départemental de Flandres,CASSEL,59670,Hauts de France,Nord,Visite,Lieu de visite,True,True,True
1851,1851,Gîte Hurtevent,PERNES-LES-BOULOGNE,62126,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,True,True
1852,1852,Gîte Mer et Soleil n°H7164,HAUTEVILLE-SUR-MER,50590,Normandie,Manche,Hébergement,Meublé de tourisme,True,True,False
1853,1853,Office de Tourisme de Beuzeuville,BEUZEVILLE,27210,Normandie,Eure,Information touristique,Office de tourisme,True,True,True
1854,1854,Restaurant Pom'Cannelle,LA HAYE-DU-PUITS,50250,Normandie,Manche,Restauration,Restaurant,True,True,True
1855,1855,Odcvl la Mauselaine,GERARDMER,88400,Grand Est,Vosges,Hébergement;Information touristique;Loisir;Restauration,Etablissement de loisir;Hébergement collectif;Hôtel;Loisir éducatif;Partenaire de tourisme;Restaurant;Sortie nature;Sport de nature,True,True,False
1856,1856,Ponton de pêche,PALLUAU-SUR-INDRE,36500,Centre - Val de Loire,Indre,Loisir;Visite,Lieu de visite;Sport de nature,True,True,True
1857,1857,Gîte rural La Fénial,MONTREDON-LABESSONNIE,81360,Occitanie,Tarn,Hébergement,Meublé de tourisme,True,True,True
1858,1858,closerie de l'aventure,CHEVERNY,41700,Centre - Val de Loire,Loir-et-Cher,Hébergement,Chambre d'hôtes,True,False,False
1859,1859,Office de Tourisme de Barbezieux Saint-Hilaire,BARBEZIEUX-SAINT-HILAIRE,16300,Nouvelle Aquitaine,Charente,Information touristique,Office de tourisme,True,True,False
1860,1860,gite du Paradis,BOIS-DE-CENE,85710,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,True
1861,1861,Gîte Moulin des Collinauds,LIGNIERES-SONNEVILLE,16130,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
1862,1862,Estran Cité de la Mer,DIEPPE,76200,Normandie,Seine-Maritime,Information touristique;Loisir;Visite,Lieu de visite;Partenaire de tourisme;Sortie nature;Visite guidée,True,True,True
1863,1863,"Gîte ""Narcisse"" Domaine de l'Estrade",SAINT-ETIENNE-DE-BOULOGNE,7200,Auvergne Rhône-Alpes,Ardèche,Hébergement,Meublé de tourisme,True,True,True
1864,1864,Gite Les Sources de Taillepied,PAIZAY-LE-TORT,79500,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,True
1865,1865,Hôtel Restaurant - L'Echappée Belle,L'ISLE-JOURDAIN,32600,Occitanie,Gers,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
1866,1866,Restaurant L'Atelier de Nicolas,AIGUES-MORTES,30220,Occitanie,Gard,Restauration,Restaurant,True,True,False
1867,1867,VVF Villages Le Sud Aveyron,BRUSQUE,12360,Occitanie,Aveyron,Hébergement,Village de vacances,True,False,False
1868,1868,Les Vignerons du Vallon,VALADY,12330,Occitanie,Aveyron,Visite,Visite d'entreprise,True,True,True
1869,1869,Hébergement collectif Centre de vacances Le Porteau,TALMONT-SAINT-HILAIRE,85440,Pays de la Loire,Vendée,Hébergement,Hébergement collectif,True,True,True
1870,1870,Gîte rural,ALAINCOURT,2240,Hauts de France,Aisne,Hébergement,Meublé de tourisme,True,True,True
1871,1871,Parc public urbain de Montataire,MONTATAIRE,60160,Hauts de France,Oise,Loisir,Sortie nature,True,True,False
1872,1872,Gite La Maison de Campagne - 8 personnes,FRESNE-LE-PLAN,76520,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,False
1873,1873,CIS MITTELWIHR,MITTELWIHR,68630,Grand Est,Haut-Rhin,Hébergement,Village de vacances,True,False,False
1874,1874,Espace EDF Bazacle,TOULOUSE,31000,Occitanie,Haute-Garonne,Visite,Visite d'entreprise,True,True,True
1875,1875,La longère,BADEN,56870,Bretagne,Morbihan,Hébergement,Meublé de tourisme,True,True,True
1876,1876,Office de tourisme Buëch Dévoluy,VEYNES,5400,Provence Alpes-Côte d'Azur,Hautes-Alpes,Information touristique,Office de tourisme,True,False,False
1877,1877,Chambre d'hôtes Le pressoir d'Asnelles,ASNELLES,14960,Normandie,Calvados,Hébergement,Chambre d'hôtes,True,True,True
1878,1878,Vallée Troglodytique des Goupillières.,AZAY-LE-RIDEAU,37190,Centre - Val de Loire,Indre-et-Loire,Visite,Lieu de visite,True,True,True
1879,1879,GÎTE D'AYNES,VIEILLEVIE,15120,Auvergne Rhône-Alpes,Cantal,Hébergement,Meublé de tourisme,True,True,False
1880,1880,Hôtel Domaine du Chatelard,DIRAC,16410,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,True,False
1881,1881,Meublé Chardon - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
1882,1882,Gite Marjolaine - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
1883,1883,"Meublé ""La Tour de l'Ancien Château""",SAINT-PIERRE-D'AMILLY,17700,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
1884,1884,"Chalet  Edelweiss  ""Cœur des Alpes""",TANINGES,74440,Auvergne Rhône-Alpes,Haute-Savoie,Hébergement,Résidence de tourisme,True,True,False
1885,1885,Gîte rural de Beaumont en Beine,BEAUMONT-EN-BEINE,2300,Hauts de France,Aisne,Hébergement,Meublé de tourisme,True,True,True
1886,1886,denis philippe,SAINT-CYR-SUR-MER,83270,Provence Alpes-Côte d'Azur,Var,Hébergement,Chambre d'hôtes;Meublé de tourisme,True,True,True
1887,1887,Le Clos du Cèdre,LAUNAC,31330,Occitanie,Haute-Garonne,Hébergement,Meublé de tourisme,True,True,False
